datetime,jd,obs_change,dt_sec,dm,dmerr,N,m,merr,observer,H_alpha,H,RA_deg,DEC_deg,RA_rate,DEC_rate,RA_3sigma,DEC_3sigma,V,r,r_rate,delta,delta_rate,lighttime,alpha,ObsEclLon,ObsEclLat
1992-07-30T06:27:00.000,2448833.76875,False,6779.999998211861,0.009999999999999787,0.050990195135927854,2,15.49,0.01,Dotto,15.430266466319578,14.97055148533282,301.10098,-20.30107,-0.017955472222222223,-0.004143194444444444,0.018,0.011,15.82,1.63834324504,-15.4999006,0.62739609587881,-12.9254452,313.07364,5.225,298.8842286,0.0649459
1992-07-30T07:33:00.000,2448833.814583333,False,3960.000005364418,0.0600000000000005,0.04123105625617661,3,15.55,0.04,Dotto,15.491994206959143,15.030048090037125,301.07992,-20.30564,-0.017969972222222224,-0.004144277777777778,0.018,0.011,15.82,1.637932918903,-15.5007422,0.62705415111177,-12.9085092,312.90299999999996,5.2657,298.863955,0.0645318
1992-07-30T08:48:00.000,2448833.8666666667,False,4500.000013411045,0.03999999999999915,0.04,1,15.59,0.0,Dotto,15.533956648281446,15.069474862993378,301.05596,-20.31083,-0.017986416666666664,-0.004145472222222222,0.018,0.011,15.82,1.637466612213,-15.5016966,0.62666612161781,-12.8892696,312.70938,5.3121,298.8408976,0.0640606
1992-07-30T09:02:00.000,2448833.876388889,False,839.9999901652336,0.009999999999999787,0.0,1,15.6,0.0,Dotto,15.54432286442429,15.079372027176033,301.05148,-20.3118,-0.017989472222222223,-0.004145694444444445,0.018,0.011,15.82,1.637379565124,-15.5018746,0.62659375354151,-12.8856789,312.67326,5.3207,298.8365913,0.0639726
1992-07-31T04:42:00.000,2448834.6958333333,False,70800.00000447035,0.40000000000000036,0.01,2,16.0,0.01,Dotto,15.975068162031974,15.471098744483049,300.67151,-20.39371,-0.01823988888888889,-0.0041617500000000005,0.018,0.011,15.83,1.630039191852,-15.5166169,0.62056649101593,-12.5838979,309.66564,6.0543,298.4711334,0.0564763
1992-07-31T05:36:00.000,2448834.7333333334,False,3240.000008046627,-0.009999999999999787,0.01,1,15.99,0.0,Dotto,15.966469341917023,15.460746555794797,300.654,-20.39747,-0.018250972222222224,-0.0041623611111111115,0.018,0.011,15.83,1.629703110731,-15.5172793,0.62029408108587,-12.5701316,309.52974,6.0881,298.4542935,0.0561296
1992-07-31T06:37:00.000,2448834.7756944443,False,3659.9999830126762,-0.040000000000000924,0.06,5,15.95,0.06,Dotto,15.928051538120434,15.420351545594949,300.63419,-20.40171,-0.018263472222222223,-0.004163027777777778,0.018,0.011,15.83,1.629323446317,-15.5180263,0.61998671733909,-12.5545857,309.37632,6.1263,298.4352589,0.0557376
1992-07-31T07:35:00.000,2448834.815972222,False,3479.9999937415123,0.0,0.08485281374238571,3,15.95,0.06,Dotto,15.929555312403192,15.419980757915022,300.61535,-20.40575,-0.018275333333333334,-0.004163666666666667,0.018,0.011,15.83,1.628962437007,-15.5187352,0.61969482253091,-12.5398093,309.23069999999996,6.1626,298.4171487,0.0553645
1992-07-31T08:40:00.000,2448834.861111111,False,3900.0000089406967,-0.009999999999999787,0.07211102550927978,2,15.94,0.04,Dotto,15.921239870215022,15.409568475660018,300.59422,-20.41027,-0.018288555555555558,-0.004164361111111111,0.018,0.011,15.83,1.628557838046,-15.5195283,0.61936810743772,-12.5232553,309.06762,6.2033,298.3968394,0.0549459
1992-07-31T09:04:00.000,2448834.8777777776,False,1439.999994635582,0.0,0.04,1,15.94,0.0,Dotto,15.92186167181764,15.409418794360057,300.58642,-20.41194,-0.01829341666666667,-0.004164611111111111,0.018,0.011,15.83,1.628408442444,-15.5198207,0.61924758325387,-12.5171447,309.0075,6.2183,298.389337,0.0547912
