off1,off2,factor,chisqred
65,56,1.3344233565057965e-13,0.5139867201519783
60,56,1.3271593853702455e-13,0.5212654392455102
60,54,1.3307425698654278e-13,0.5273328647111913
65,54,1.3377000526494595e-13,0.5307167097130566
65,58,1.330392106383867e-13,0.5309356160643092
70,56,1.3413408718424692e-13,0.5365778526203602
70,58,1.3378298484252827e-13,0.53978109451551
55,54,1.3243128156351113e-13,0.5427574404406045
55,56,1.3206877090597102e-13,0.5460173152602704
60,58,1.3226892455011551e-13,0.5470109593061483
70,54,1.3441105926930017e-13,0.5635774814400041
60,52,1.333800777502961e-13,0.566170680777565
55,52,1.3273332112604032e-13,0.5732385804265895
70,60,1.3333616872117151e-13,0.5769715041344543
65,52,1.3405369480102251e-13,0.5772310724221194
65,60,1.3250006473140104e-13,0.581833926260887
55,58,1.3160139354936173e-13,0.5820360676746577
50,54,1.3184636684683155e-13,0.5847941537706519
75,58,1.3440177106171682e-13,0.5924698562701806
75,56,1.3471032919798997e-13,0.5971387568072697
50,56,1.3145501159703846e-13,0.6003803673917462
50,52,1.32158237173632e-13,0.6033336076112503
60,60,1.3172461485668377e-13,0.6095941157336368
70,52,1.3465315950392932e-13,0.6182470893091868
75,60,1.3401649581344285e-13,0.6187125224160503
75,54,1.3495762834447711e-13,0.6301009635615394
60,50,1.3364510048166177e-13,0.6351074474265308
55,50,1.329989464998309e-13,0.6355813791272051
250,58,1.324064159451823e-13,0.6484459351040429
70,62,1.327894896718289e-13,0.65074627350421
50,58,1.3097857866610267e-13,0.6527189804470124
65,50,1.3431789731499074e-13,0.6552644019806056
50,50,1.3241778994917091e-13,0.655770587644693
45,54,1.3135849234877151e-13,0.6578169612704657
250,60,1.321438408962885e-13,0.659167305771188
245,58,1.3215109826612425e-13,0.6596067193873358
45,52,1.3166385275646321e-13,0.6606192328434625
55,60,1.3107646679016683e-13,0.6633798545532202
255,58,1.327119494281543e-13,0.6677055795949658
255,60,1.3244575048824412e-13,0.6679744141832458
245,56,1.3240341180075016e-13,0.6698883467084636
250,56,1.3266426222979388e-13,0.6725946767145862
65,62,1.319217550282681e-13,0.6726201482467465
75,62,1.3355699679052546e-13,0.6781711108417697
80,58,1.3502190134261286e-13,0.6790603519944768
245,60,1.3188351820913069e-13,0.6845085166242235
45,56,1.3094103805474715e-13,0.6885839342355593
80,56,1.3527257718969669e-13,0.6929161225406519
75,52,1.3517213667872516e-13,0.6932248518862283
80,60,1.3466509567498021e-13,0.6937410841755783
240,56,1.3220310395679017e-13,0.6950934776183199
45,50,1.3192257463589973e-13,0.6999511345708765
255,62,1.3217012480478354e-13,0.7012907653125515
255,56,1.3295890247356527e-13,0.7019661419047595
240,58,1.3193253896712356e-13,0.7027136797145725
250,62,1.31882158292733e-13,0.7028217095181946
70,50,1.348615895963753e-13,0.706036001670153
260,60,1.3276275911958926e-13,0.709356244992393
60,62,1.3117385510980222e-13,0.7166474607041108
245,54,1.3264496412186762e-13,0.7180475950793168
260,58,1.3303157360359063e-13,0.7180885249767069
240,54,1.3243950917281185e-13,0.7245674922821301
55,48,1.332414935734443e-13,0.726896937774648
260,62,1.3247706089049086e-13,0.7336697880854096
250,54,1.3289841260106112e-13,0.7339661434067447
60,48,1.3388747824587566e-13,0.7347425552697248
80,54,1.3548062398671766e-13,0.7371197077447874
50,48,1.3264508995735941e-13,0.7373687414885559
245,62,1.3159736520720733e-13,0.743326960934504
80,62,1.3424743750157984e-13,0.7440264098643947
240,60,1.316357434231387e-13,0.7441692518957758
40,52,1.3123949991102204e-13,0.7521040722412121
50,60,1.30470125799541e-13,0.754490857748212
235,56,1.3197848479593996e-13,0.7558647531551431
235,54,1.322438150653609e-13,0.7585725663832484
45,58,1.3045376538835624e-13,0.761627149946948
260,56,1.3326504756913205e-13,0.7645771129162094
65,48,1.3453317615385412e-13,0.7649120480075912
40,54,1.3090960942594786e-13,0.7667112109077401
255,64,1.3187696212040796e-13,0.7682443003912882
70,64,1.321909359041938e-13,0.7705041559361895
45,48,1.3214216257310488e-13,0.7705604569511956
40,50,1.3150442316588693e-13,0.7725886212254752
255,54,1.3318463030148934e-13,0.7733962585109638
265,60,1.3310278132767601e-13,0.7768461147528326
75,64,1.3300427402560089e-13,0.7779924225303478
250,64,1.315825552932978e-13,0.7830523826345236
240,52,1.3264196727644186e-13,0.7839876085872209
235,58,1.3168600081959561e-13,0.7841895822931121
75,50,1.3535579801332332e-13,0.7884163058618042
265,62,1.3282651110241477e-13,0.7884849015815153
260,64,1.3217520421283601e-13,0.7899833965957941
55,62,1.3053389419167643e-13,0.7927797248860229
245,52,1.328614468863416e-13,0.7956539921852396
265,58,1.3335480123504573e-13,0.7977205821144301
235,52,1.3247105576150955e-13,0.7982825656943616
80,52,1.3563905578372242e-13,0.8073579905478364
85,58,1.355081367608762e-13,0.8097363635503865
65,64,1.3132871017107124e-13,0.8105408823411393
40,56,1.3046351732038832e-13,0.8158926880220049
85,60,1.352326736826553e-13,0.8159703099220202
240,62,1.3131337493577413e-13,0.8197167298777747
70,48,1.350324255220409e-13,0.8270083213168979
250,52,1.3310941200336515e-13,0.8270192175359888
40,48,1.317309952039277e-13,0.8275579956389768
80,64,1.3374176258009417e-13,0.8315379469402908
85,56,1.3572259426047793e-13,0.8326725898021046
265,64,1.3251232405881562e-13,0.8347138856292476
230,54,1.3201556706201105e-13,0.8358879118960051
245,64,1.3126578403343524e-13,0.841629197089053
235,60,1.3135790814828788e-13,0.84573076433606
260,54,1.3348254907585294e-13,0.8462183238298778
85,62,1.3488265472146208e-13,0.8491895403290359
230,52,1.3226752245405055e-13,0.8501457517200973
50,46,1.3285810404823978e-13,0.8514510503730122
55,46,1.3347067608652872e-13,0.8518762878620029
265,56,1.335814211667923e-13,0.853792901252298
230,56,1.3172899480807776e-13,0.8554120718080601
255,66,1.3156044280330635e-13,0.8689773984879904
235,50,1.3266631183766698e-13,0.869532023492234
60,46,1.3410404350809894e-13,0.8707760723723019
45,46,1.3234184479489877e-13,0.8707887175179173
270,60,1.3347369659857026e-13,0.872487832832683
60,64,1.3060751493920123e-13,0.8733052159050013
35,52,1.3086656082195372e-13,0.8740551801838446
240,50,1.328349842608185e-13,0.8741804068912362
270,62,1.3320182252628293e-13,0.874305657590109
35,50,1.3113680575418755e-13,0.875233185999823
255,52,1.333980315955492e-13,0.8773832370534971
260,66,1.3186985865164027e-13,0.879538064673519
85,54,1.3590852516724902e-13,0.8823488940545349
45,60,1.299364421033368e-13,0.8869015937183387
230,50,1.3249299483011076e-13,0.8982243568482665
250,66,1.312272625397757e-13,0.9005864647795013
245,50,1.3305605869892496e-13,0.901986364226744
270,58,1.337093789376891e-13,0.9044308109259068
35,54,1.305205896696763e-13,0.9052561380198622
50,62,1.2995073645736008e-13,0.9070562837794192
270,64,1.3289679594341347e-13,0.9073300987315027
230,58,1.3141365442462957e-13,0.9077368395326132
40,58,1.2998345934974362e-13,0.9088427442152466
35,48,1.3136734638054866e-13,0.9111191197126619
40,46,1.3193154431401097e-13,0.9112697708326399
80,50,1.3577371572086557e-13,0.9113941143906698
265,66,1.3219011299554561e-13,0.9143862930888774
65,46,1.3470291477181943e-13,0.915240951967258
85,64,1.3445764121491161e-13,0.9180701370517506
75,48,1.3550506051569769e-13,0.9181930587153148
75,66,1.3243324430681769e-13,0.9212116976008949
