off1,off2,factor,chisqred
55,50,1.3106944091925852e-13,0.9729994016319513
50,50,1.3053726936324038e-13,0.9762136809540987
260,64,1.3063663093618655e-13,0.9798740607212654
80,58,1.3314163241154286e-13,0.9837027216389881
235,58,1.301249644720125e-13,0.9837869783244053
40,52,1.2959622378737086e-13,0.9843799565136678
80,62,1.325396501220295e-13,0.986075987265817
60,50,1.3166645061524378e-13,0.986694207269747
265,62,1.3124610452018714e-13,0.9893884759601168
60,64,1.2928825282437917e-13,0.9908961765171029
240,62,1.2982578198568595e-13,0.9928940414715062
265,60,1.3147518843843318e-13,0.9932815317015738
45,60,1.286375278432836e-13,0.998768456726969
235,56,1.30288736814203e-13,0.9999928454475467
45,50,1.30089113014426e-13,1.000616463050996
245,64,1.2978612235119464e-13,1.0096906672067951
50,62,1.2867219646924802e-13,1.0103704538880365
245,54,1.3079984547382182e-13,1.0169332089489327
65,50,1.3229245377988833e-13,1.017363662621334
260,56,1.3152132497494942e-13,1.0200427384149666
80,56,1.3331410256470038e-13,1.0215009785543459
235,60,1.2985007187854724e-13,1.0217617158664523
240,54,1.3059388964779948e-13,1.023778427455665
265,64,1.309509185206928e-13,1.024832338103168
40,58,1.2865409113503147e-13,1.0267510014522228
250,54,1.3105842549822983e-13,1.0277954539962937
265,58,1.3167179929150911e-13,1.028448145973221
80,64,1.3211819210663554e-13,1.0371549296986573
255,66,1.3005649453419395e-13,1.0400775907048763
40,50,1.2971794030512364e-13,1.0495370080274438
75,52,1.3312827473724795e-13,1.0523620588836131
235,54,1.304028199451948e-13,1.0527222680525625
260,66,1.303445878872078e-13,1.054863006732707
255,54,1.313541085348709e-13,1.0575038513105315
70,66,1.3019583956297702e-13,1.0612060962146024
250,66,1.2974551861124034e-13,1.0618763875082777
55,64,1.2871266850799036e-13,1.0623205495311547
35,54,1.2905094798079104e-13,1.0646560369116091
75,66,1.3096813328436504e-13,1.070568166719152
270,62,1.315938294089265e-13,1.0715392129169123
70,50,1.327884121232033e-13,1.075703341372993
35,52,1.2927249968027045e-13,1.075967150209388
230,56,1.300704920159697e-13,1.0773934450285811
